gene,n_groups,F,pval,qval
Thbd,2,20.326891196571236,6.584246900309657e-06,7.48337273277149e-06
Cd93,2,0.38138934818761616,0.5368713410631645,0.545451476650932
Nxt1,2,131.52706183666442,2.6478741816247912e-30,4.1887806996908354e-30
Gzf1,2,243.3764372897317,2.223029743087983e-54,4.645084844298728e-54
Napb,2,1757.3425157005734,0.0,0.0
Cst3,2,1945.9733369633543,0.0,0.0
Syndig1,2,2568.132204180926,0.0,0.0
Zfp120,2,69.98786176102789,6.566314637872602e-17,8.747659955653052e-17
Zfp937,2,50.598249558571545,1.1922826419837492e-12,1.4975043061890161e-12
3300002I08Rik,2,186.7017776468034,3.2453438413425485e-42,5.900223380351767e-42
Gm10130,2,255.4013137197524,5.947238774021572e-57,1.2746129014799806e-56
Zfp442,2,49.205633181641815,2.417972454046089e-12,3.021333981796639e-12
Apmap,2,533.8576107046326,8.279467700622482e-116,2.9808763161626252e-115
Acss1,2,94.89375157211363,2.3916736905699273e-22,3.418139789006373e-22
Entpd6,2,1109.8179592983392,1.1473552127432927e-233,8.164814546973857e-233
Pygb,2,37.44666668049165,9.662383436796799e-10,1.1629356191961528e-09
Abhd12,2,856.3827492157297,2.0322264898170955e-182,1.1096205987344877e-181
Gins1,2,22.863936398500186,1.7577414666242489e-06,2.0166593829008013e-06
Ninl,2,348.6309512917954,8.314451063205864e-77,2.1603332365472613e-76
Nanp,2,160.98773730624438,1.1306659649826463e-36,1.9285026999512363e-36
Nsfl1c,2,126.11090209708222,3.94880767762623e-29,6.1599184968813e-29
Fkbp1a,2,1035.8392947238908,8.373852843904548e-219,5.561738082891827e-218
Sdcbp2,2,34.51083891677672,4.341655959615129e-09,5.17371302872998e-09
Snph,2,3902.364035795368,0.0,0.0
Tmem74b,2,147.82567038727535,7.875019040779965e-34,1.2971191140581434e-33
Psmf1,2,278.8322249945385,5.880191690289775e-62,1.3291662557630967e-61
Fam110a,2,0.00011466986167110199,0.9914562580010433,0.9917534125815921
Scrt2,2,206.15694013203938,2.128049993839847e-46,4.072458058738813e-46
Srxn1,2,233.05943965243227,3.60114996437068e-52,7.35884770003805e-52
Csnk2a1,2,736.634367240669,7.126621217028026e-158,3.389397693171505e-157
Tbc1d20,2,396.2669682892346,6.832579821759825e-87,1.943638197751836e-86
Rbck1,2,152.56357525929099,7.454089277399315e-35,1.243745679956016e-34
Nrsn2,2,265.5222906198284,4.08474862694437e-59,8.970454707963043e-59
Sox12,2,159.0019033562674,3.0337848281446785e-36,5.1508365071514e-36
Zcchc3,2,46.370052066524245,1.0216579497213016e-11,1.264991061841901e-11
6820408C15Rik,2,50.23925661109819,1.4306031984418032e-12,1.7951454741233268e-12
H13,2,596.4073536112986,7.476113312434527e-129,2.96424451205824e-128
Mcts2,2,96.91239837037911,8.691484291973558e-23,1.2484540057870345e-22
Id1,2,749.7471575367001,1.427529389912785e-160,6.872526994351129e-160
Cox4i2,2,101.15747512668064,1.0354677109655594e-23,1.5053352870946552e-23
Bcl2l1,2,188.63003069677498,1.248179953799643e-42,2.281380392007836e-42
Tpx2,2,8.80582689074298,0.003008121420771564,0.003256176191299796
Dusp15,2,39.86961441333313,2.8025126062667215e-10,3.401231208514612e-10
Pdrg1,2,228.27998959133168,3.8082726596983544e-51,7.700763406084978e-51
Xkr7,2,149.82752213330448,2.907924790934529e-34,4.816475925431261e-34
Ccm2l,2,17.422937116857145,3.011246533355887e-05,3.385845297759714e-05
Hck,2,107.44425505539148,4.446343179033178e-25,6.593211311795283e-25
Tm9sf4,2,836.1233558326481,2.788805322570054e-178,1.4892220422524088e-177
Plagl2,2,28.818889848733438,8.08261965483435e-08,9.456877510257543e-08
Pofut1,2,196.41715918672446,2.637683164599132e-44,4.915966808236551e-44
Kif3b,2,944.3254525947982,2.6213599990198625e-200,1.5784914743759658e-199
Asxl1,2,1199.0312552747664,1.7350141149080997e-251,1.3490063153187612e-250
Nol4l,2,2458.2795608602623,0.0,0.0
Commd7,2,122.22571384731648,2.7468576670857595e-28,4.235941995563692e-28
Dnmt3b,2,3.6033656400920346,0.05768465677264523,0.06048461890628447
Mapre1,2,214.98275923756592,2.7095301129376912e-48,5.300736665843813e-48
Cdk5rap1,2,137.30029756092574,1.4889340340490844e-31,2.391969838093294e-31
Snta1,2,190.67995536738138,4.520624763415707e-43,8.29900173151811e-43
Cbfa2t2,2,1132.84701898117,2.810849146225769e-238,2.0382855025591535e-237
Necab3,2,1422.4369454123687,1.2625714223283353e-295,1.1820005952372564e-294
1700003F12Rik,2,567.6649415875131,7.244213919082819e-123,2.756063146758496e-122
E2f1,2,97.65850931348035,5.979304177850985e-23,8.612830251867787e-23
Pxmp4,2,231.14950621198724,9.240711172828313e-52,1.879108821892734e-51
Zfp341,2,311.9919314651986,5.055799975164817e-69,1.224508883680158e-68
Chmp4b,2,221.15057834322297,1.2867398950252184e-49,2.5573883576874596e-49
Raly,2,51.416091458251294,7.872845200468371e-13,9.913458161314162e-13
a,2,60.23827655475204,9.024783086236469e-15,1.1675632735852006e-14
Eif2s2,2,435.75259043810183,3.192585921678317e-95,9.788934785118405e-95
Itch,2,209.4384790420646,4.1993011061942625e-47,8.097742274692099e-47
Dynlrb1,2,269.2387099389924,6.566680009594535e-60,1.4528534658284228e-59
Map1lc3a,2,456.2502879399563,1.5485432292036683e-99,4.908132029883422e-99
Pigu,2,416.4129478384673,3.8109477746858664e-91,1.1265755711261363e-90
Trp53inp2,2,102.23044174896594,6.0493303430170585e-24,8.825107647172738e-24
Ncoa6,2,754.7954839360848,1.307547319691021e-161,6.331431526251408e-161
Ggt7,2,1994.2207782680616,0.0,0.0
Acss2,2,410.646298698292,6.278902980055764e-90,1.835012145003162e-89
Gss,2,329.90268707434717,7.864633806630252e-73,1.967632333555357e-72
Myh7b,2,100.27532873357572,1.6109556696917164e-23,2.3361132077323933e-23
Trpc4ap,2,409.1809543652607,1.279920288898572e-89,3.725890941298721e-89
Edem2,2,73.20365659533991,1.298272506068433e-17,1.745763291298709e-17
Mmp24,2,1678.3637662684498,0.0,0.0
BC029722,2,56.68238423746874,5.456293196665272e-14,6.984515694264204e-14
